gradient_set,stratum,n,shift,exact_pooling_subgroup,entity,rms_change_q10,rms_change_median,rms_change_q90,rms_over_residual_std_q10,rms_over_residual_std_median,rms_over_residual_std_q90
varied,all,1000,61,False,member_distribution,0.1208493392211049,0.14069547257249215,0.16519485381948887,0.4451888115139872,0.523622622361639,0.6217475803166127
varied,all,1000,61,False,ensemble_mean,0.015059645802946815,0.015059645802946815,0.015059645802946815,0.06620905970914215,0.06620905970914215,0.06620905970914215
varied,all,1000,61,False,ensemble_spread,0.01454818068219441,0.01454818068219441,0.01454818068219441,,,
varied,all,1000,62,False,member_distribution,0.10566252807299119,0.12910307679964533,0.14972932429803512,0.39008409611130396,0.4782675050922003,0.5533326251547669
varied,all,1000,62,False,ensemble_mean,0.013532591201553246,0.013532591201553246,0.013532591201553246,0.05949543240304686,0.05949543240304686,0.05949543240304686
varied,all,1000,62,False,ensemble_spread,0.013306983217621773,0.013306983217621773,0.013306983217621773,,,
varied,all,1000,63,False,member_distribution,0.07769662750877769,0.09394575208241239,0.11233662862792022,0.2904758361859587,0.352797516719657,0.4158722733029509
varied,all,1000,63,False,ensemble_mean,0.009519894939425042,0.009519894939425042,0.009519894939425042,0.041853792626770636,0.041853792626770636,0.041853792626770636
varied,all,1000,63,False,ensemble_spread,0.01003962667499404,0.01003962667499404,0.01003962667499404,,,
varied,all,1000,64,True,member_distribution,3.4453230872900556e-07,4.09508744006197e-07,4.712260766157095e-07,1.2646175910558041e-06,1.5217348313297779e-06,1.738892075442704e-06
varied,all,1000,64,True,ensemble_mean,1.7999923202360135e-07,1.7999923202360135e-07,1.7999923202360135e-07,7.913585788530541e-07,7.913585788530541e-07,7.913585788530541e-07
varied,all,1000,64,True,ensemble_spread,4.3365313361021425e-08,4.3365313361021425e-08,4.3365313361021425e-08,,,
varied,all,1000,65,False,member_distribution,0.07785429227602828,0.09340601627017897,0.11332433124699354,0.2919404312350871,0.3481694876963158,0.4224084780788551
varied,all,1000,65,False,ensemble_mean,0.009833157253908697,0.009833157253908697,0.009833157253908697,0.04323103639170792,0.04323103639170792,0.04323103639170792
varied,all,1000,65,False,ensemble_spread,0.011217827965359518,0.011217827965359518,0.011217827965359518,,,
varied,all,1000,66,False,member_distribution,0.10592308595300001,0.12757516160564836,0.1529698823524085,0.3948560154777943,0.47423928625389405,0.5686015181612589
varied,all,1000,66,False,ensemble_mean,0.013580374900533959,0.013580374900533959,0.013580374900533959,0.059705511300009936,0.059705511300009936,0.059705511300009936
varied,all,1000,66,False,ensemble_spread,0.013267997563524852,0.013267997563524852,0.013267997563524852,,,
